
PLAYER	TEAM	DATE	MATCHUP	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-
Eric Bledsoe	MIL	04/15/2018	MIL @ BOS	L	33	9	4	12	33.3	0	2	0.0	1	2	50.0	0	4	4	4	0	0	5	6	7
John Henson	MIL	04/15/2018	MIL @ BOS	L	37	7	3	6	50.0	0	0	-	1	2	50.0	1	5	6	1	0	6	3	3	-5
LeBron James	CLE	04/15/2018	CLE vs. IND	L	44	24	7	17	41.2	0	4	0.0	10	14	71.4	3	7	10	12	1	1	3	2	-13
Jonas Jerebko	UTA	04/15/2018	UTA @ OKC	L	4	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	1	0	0	0	0	-7
Jason Terry	MIL	04/15/2018	MIL @ BOS	L	18	3	1	1	100.0	1	1	100.0	0	0	-	0	0	0	0	1	0	1	2	0
Rodney Hood	CLE	04/15/2018	CLE vs. IND	L	21	9	4	8	50.0	1	4	25.0	0	2	0.0	0	2	2	1	1	0	1	2	-6
Ekpe Udoh	UTA	04/15/2018	UTA @ OKC	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	5
Joe Johnson	HOU	04/15/2018	HOU vs. MIN	W	7	0	0	0	-	0	0	-	0	0	-	0	2	2	0	0	1	0	0	-5
Cory Joseph	IND	04/15/2018	IND @ CLE	W	21	3	1	5	20.0	1	1	100.0	0	0	-	0	3	3	3	3	0	0	2	2
Rudy Gobert	UTA	04/15/2018	UTA @ OKC	L	35	14	6	8	75.0	0	0	-	2	6	33.3	4	3	7	1	0	2	3	4	-5
Steven Adams	OKC	04/15/2018	OKC vs. UTA	W	37	12	4	9	44.4	0	0	-	4	6	66.7	4	3	7	3	0	0	0	1	-4
Donovan Mitchell	UTA	04/15/2018	UTA @ OKC	L	35	27	11	22	50.0	3	7	42.9	2	2	100.0	1	9	10	3	2	1	1	1	-9
Domantas Sabonis	IND	04/15/2018	IND @ CLE	W	19	4	2	4	50.0	0	2	0.0	0	0	-	2	2	4	2	0	1	0	5	-9
Semi Ojeleye	BOS	04/15/2018	BOS vs. MIL	W	14	0	0	1	0.0	0	0	-	0	0	-	1	0	1	1	0	0	0	3	-13
Nene	HOU	04/15/2018	HOU vs. MIN	W	11	5	2	2	100.0	0	0	-	1	2	50.0	0	3	3	0	0	1	0	4	-1
Tristan Thompson	CLE	04/15/2018	CLE vs. IND	L	2	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-1
Giannis Antetokounmpo	MIL	04/15/2018	MIL @ BOS	L	45	35	11	21	52.4	0	1	0.0	13	16	81.3	2	11	13	7	3	0	4	6	-5
Al Horford	BOS	04/15/2018	BOS vs. MIL	W	44	24	5	8	62.5	1	2	50.0	13	14	92.9	3	9	12	4	2	3	1	3	2
Carmelo Anthony	OKC	04/15/2018	OKC vs. UTA	W	37	15	5	13	38.5	2	7	28.6	3	4	75.0	0	7	7	2	3	2	3	2	1
Cedi Osman	CLE	04/15/2018	CLE vs. IND	L	2	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	1	-1
PJ Tucker	HOU	04/15/2018	HOU vs. MIN	W	31	3	1	5	20.0	1	5	20.0	0	0	-	0	0	0	0	0	2	1	3	7
Taj Gibson	MIN	04/15/2018	MIN @ HOU	L	32	9	4	6	66.7	0	0	-	1	1	100.0	2	4	6	1	0	0	2	1	-3
Shane Larkin	BOS	04/15/2018	BOS vs. MIL	W	16	5	2	4	50.0	1	3	33.3	0	0	-	0	1	1	2	1	0	4	2	12
Marcus Morris	BOS	04/15/2018	BOS vs. MIL	W	35	21	8	20	40.0	2	4	50.0	3	3	100.0	2	5	7	1	0	0	2	4	4
Jimmy Butler	MIN	04/15/2018	MIN @ HOU	L	36	13	4	11	36.4	2	5	40.0	3	3	100.0	1	4	5	3	2	0	0	4	5
Patrick Patterson	OKC	04/15/2018	OKC vs. UTA	W	8	0	0	0	-	0	0	-	0	0	-	0	2	2	0	0	0	0	1	6
Clint Capela	HOU	04/15/2018	HOU vs. MIN	W	34	24	10	15	66.7	0	0	-	4	4	100.0	5	7	12	1	1	3	0	3	7
Malcolm Brogdon	MIL	04/15/2018	MIL @ BOS	L	32	16	6	13	46.2	2	6	33.3	2	2	100.0	1	3	4	3	1	0	2	4	-5
Dante Exum	UTA	04/15/2018	UTA @ OKC	L	18	10	4	6	66.7	0	0	-	2	2	100.0	0	1	1	2	0	0	3	1	-1
Corey Brewer	OKC	04/15/2018	OKC vs. UTA	W	34	7	2	3	66.7	1	1	100.0	2	2	100.0	2	1	3	1	2	1	1	3	-3
Tony Parker	SAS	04/14/2018	SAS @ GSW	L	13	2	1	8	12.5	0	1	0.0	0	0	-	0	1	1	1	0	0	0	0	-17
Jusuf Nurkic	POR	04/14/2018	POR vs. NOP	L	25	11	3	7	42.9	0	0	-	5	5	100.0	2	9	11	0	0	2	0	3	-7
Joffrey Lauvergne	SAS	04/14/2018	SAS @ GSW	L	6	2	1	1	100.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	3
Meyers Leonard	POR	04/14/2018	POR vs. NOP	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	1
OG Anunoby	TOR	04/14/2018	TOR vs. WAS	W	22	12	5	9	55.6	2	4	50.0	0	0	-	2	0	2	1	0	1	0	1	11
Bradley Beal	WAS	04/14/2018	WAS @ TOR	L	41	19	8	17	47.1	2	6	33.3	1	1	100.0	0	2	2	4	3	0	1	1	-10
Cheick Diallo	NOP	04/14/2018	NOP @ POR	W	10	2	1	4	25.0	0	0	-	0	0	-	1	1	2	0	0	1	0	2	-4
Kevon Looney	GSW	04/14/2018	GSW vs. SAS	W	20	6	3	5	60.0	0	0	-	0	0	-	2	4	6	3	0	1	2	2	6
Norman Powell	TOR	04/14/2018	TOR vs. WAS	W	5	0	0	1	0.0	0	0	-	0	0	-	0	0	0	0	0	0	0	1	1
Marco Belinelli	PHI	04/14/2018	PHI vs. MIA	W	33	25	9	17	52.9	4	7	57.1	3	5	60.0	1	1	2	2	3	0	0	2	28
Zach Collins	POR	04/14/2018	POR vs. NOP	L	22	8	3	8	37.5	1	4	25.0	1	2	50.0	0	2	2	3	2	1	0	1	5
Wayne Ellington	MIA	04/14/2018	MIA @ PHI	L	19	6	2	5	40.0	2	5	40.0	0	0	-	0	2	2	1	0	1	0	2	-5
Justise Winslow	MIA	04/14/2018	MIA @ PHI	L	31	9	4	8	50.0	0	2	0.0	1	3	33.3	1	6	7	5	1	1	2	2	-4
Bryn Forbes	SAS	04/14/2018	SAS @ GSW	L	25	14	4	8	50.0	1	4	25.0	5	7	71.4	1	2	3	1	0	0	0	0	-7
JJ Redick	PHI	04/14/2018	PHI vs. MIA	W	31	28	8	13	61.5	4	6	66.7	8	8	100.0	1	1	2	1	1	0	2	0	13
James Johnson	MIA	04/14/2018	MIA @ PHI	L	25	13	5	9	55.6	2	2	100.0	1	2	50.0	0	3	3	4	0	0	2	1	-13
Rajon Rondo	NOP	04/14/2018	NOP @ POR	W	39	6	3	9	33.3	0	1	0.0	0	0	-	0	8	8	17	1	0	2	4	-4
Derrick White	SAS	04/14/2018	SAS @ GSW	L	13	7	3	6	50.0	1	2	50.0	0	0	-	0	0	0	1	1	1	0	0	-1
Draymond Green	GSW	04/14/2018	GSW vs. SAS	W	34	12	5	13	38.5	2	6	33.3	0	1	0.0	0	8	8	11	2	1	3	1	21
Nick Young	GSW	04/14/2018	GSW vs. SAS	W	8	3	1	3	33.3	1	2	50.0	0	0	-	0	0	0	0	0	0	0	1	-2
Ersan Ilyasova	PHI	04/14/2018	PHI vs. MIA	W	32	17	7	15	46.7	3	4	75.0	0	0	-	3	11	14	0	1	0	2	3	3
Serge Ibaka	TOR	04/14/2018	TOR vs. WAS	W	33	23	8	11	72.7	3	4	75.0	4	4	100.0	2	10	12	1	0	2	1	3	0
Robert Covington	PHI	04/14/2018	PHI vs. MIA	W	27	9	3	8	37.5	2	4	50.0	1	2	50.0	1	6	7	4	0	3	0	5	19
Kyle Lowry	TOR	04/14/2018	TOR vs. WAS	W	38	11	4	9	44.4	1	4	25.0	2	2	100.0	0	3	3	9	2	0	5	5	8
Goran Dragic	MIA	04/14/2018	MIA @ PHI	L	31	15	4	13	30.8	3	4	75.0	4	5	80.0	3	2	5	4	0	0	4	5	-15
Wade Baldwin IV	POR	04/14/2018	POR vs. NOP	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	0	-2
Al-Farouq Aminu	POR	04/14/2018	POR vs. NOP	L	30	7	3	7	42.9	1	5	20.0	0	0	-	2	5	7	2	0	1	3	1	-11
Jordan Bell	GSW	04/14/2018	GSW vs. SAS	W	7	3	1	3	33.3	0	0	-	1	2	50.0	1	1	2	0	0	0	0	0	-5
T.J. McConnell	PHI	04/14/2018	PHI vs. MIA	W	7	2	1	1	100.0	0	0	-	0	0	-	0	1	1	1	0	0	0	1	-7
Mike Scott	WAS	04/14/2018	WAS @ TOR	L	27	14	7	10	70.0	0	0	-	0	0	-	2	1	3	0	0	0	2	2	6
Marcin Gortat	WAS	04/14/2018	WAS @ TOR	L	29	12	6	9	66.7	0	0	-	0	0	-	2	4	6	0	0	0	1	3	-6
LaMarcus Aldridge	SAS	04/14/2018	SAS @ GSW	L	24	14	5	12	41.7	0	0	-	4	4	100.0	0	2	2	1	1	1	2	3	-13
Manu Ginobili	SAS	04/14/2018	SAS @ GSW	L	17	9	3	6	50.0	2	2	100.0	1	2	50.0	0	3	3	1	3	0	3	1	-15
Shaun Livingston	GSW	04/14/2018	GSW vs. SAS	W	19	11	4	6	66.7	0	0	-	3	4	75.0	1	3	4	2	0	0	1	1	6
Kelly Oubre Jr.	WAS	04/14/2018	WAS @ TOR	L	16	3	1	4	25.0	1	2	50.0	0	0	-	0	5	5	1	1	0	2	3	-5
Delon Wright	TOR	04/14/2018	TOR vs. WAS	W	25	18	7	10	70.0	3	4	75.0	1	2	50.0	0	1	1	4	3	1	4	2	-2
John Wall	WAS	04/14/2018	WAS @ TOR	L	39	23	6	20	30.0	3	5	60.0	8	10	80.0	0	3	3	15	4	2	5	3	2
Evan Turner	POR	04/14/2018	POR vs. NOP	L	30	13	6	15	40.0	1	4	25.0	0	0	-	4	3	7	0	1	1	4	2	-6
Tomas Satoransky	WAS	04/14/2018	WAS @ TOR	L	12	2	0	3	0.0	0	1	0.0	2	2	100.0	0	0	0	1	0	0	1	0	-6
Danny Green	SAS	04/14/2018	SAS @ GSW	L	22	6	2	5	40.0	2	4	50.0	0	0	-	0	2	2	0	0	1	1	3	-8
Ed Davis	POR	04/14/2018	POR vs. NOP	L	20	6	3	6	50.0	0	0	-	0	2	0.0	5	8	13	0	0	1	1	3	7
Jrue Holiday	NOP	04/14/2018	NOP @ POR	W	39	21	10	20	50.0	1	5	20.0	0	1	0.0	2	5	7	2	1	2	3	1	12
Pascal Siakam	TOR	04/14/2018	TOR vs. WAS	W	16	9	2	5	40.0	1	2	50.0	4	4	100.0	0	5	5	1	0	0	1	2	8
Jonas Valanciunas	TOR	04/14/2018	TOR vs. WAS	W	23	9	4	6	66.7	0	0	-	1	2	50.0	0	9	9	2	0	1	1	1	1
Kelly Olynyk	MIA	04/14/2018	MIA @ PHI	L	31	26	9	13	69.2	4	5	80.0	4	7	57.1	3	4	7	2	0	1	2	5	-3
Ian Clark	NOP	04/14/2018	NOP @ POR	W	25	10	4	5	80.0	2	2	100.0	0	0	-	0	1	1	1	1	1	2	1	-12
Rudy Gay	SAS	04/14/2018	SAS @ GSW	L	22	15	5	12	41.7	2	4	50.0	3	4	75.0	2	4	6	2	2	0	1	2	-10
Damian Lillard	POR	04/14/2018	POR vs. NOP	L	42	18	6	23	26.1	4	9	44.4	2	2	100.0	1	6	7	7	2	0	0	2	-7
Markieff Morris	WAS	04/14/2018	WAS @ TOR	L	38	22	9	15	60.0	1	4	25.0	3	3	100.0	2	9	11	6	0	0	0	5	-12
Rodney McGruder	MIA	04/14/2018	MIA @ PHI	L	2	2	1	2	50.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-5
Josh Richardson	MIA	04/14/2018	MIA @ PHI	L	27	4	1	7	14.3	0	4	0.0	2	2	100.0	0	4	4	4	2	0	1	3	-30
Anthony Davis	NOP	04/14/2018	NOP @ POR	W	41	35	14	26	53.8	0	2	0.0	7	9	77.8	2	12	14	1	2	4	3	4	1
Bam Adebayo	MIA	04/14/2018	MIA @ PHI	L	21	6	2	3	66.7	0	0	-	2	4	50.0	0	1	1	0	0	1	1	1	-15
Amir Johnson	PHI	04/14/2018	PHI vs. MIA	W	22	2	1	7	14.3	0	0	-	0	0	-	6	1	7	4	0	1	0	3	22
Markelle Fultz	PHI	04/14/2018	PHI vs. MIA	W	14	5	1	4	25.0	0	0	-	3	4	75.0	0	2	2	4	2	0	0	1	12
Justin Anderson	PHI	04/14/2018	PHI vs. MIA	W	2	2	1	1	100.0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	3
Kevin Durant	GSW	04/14/2018	GSW vs. SAS	W	32	24	9	17	52.9	1	4	25.0	5	5	100.0	1	8	9	7	2	0	4	2	21
Dwyane Wade	MIA	04/14/2018	MIA @ PHI	L	19	11	4	7	57.1	0	0	-	3	4	75.0	0	4	4	4	0	0	1	3	-9
Klay Thompson	GSW	04/14/2018	GSW vs. SAS	W	35	27	11	13	84.6	5	6	83.3	0	0	-	0	2	2	2	1	0	1	3	22
Dario Saric	PHI	04/14/2018	PHI vs. MIA	W	31	20	8	15	53.3	4	6	66.7	0	0	-	2	4	6	3	0	0	1	2	26
Hassan Whiteside	MIA	04/14/2018	MIA @ PHI	L	12	2	1	4	25.0	0	0	-	0	0	-	2	3	5	1	0	2	2	1	-16
Ben Simmons	PHI	04/14/2018	PHI vs. MIA	W	34	17	5	13	38.5	0	0	-	7	10	70.0	3	6	9	14	2	0	5	4	15
CJ McCollum	POR	04/14/2018	POR vs. NOP	L	38	19	7	18	38.9	4	10	40.0	1	1	100.0	0	2	2	2	3	0	1	1	4
JaVale McGee	GSW	04/14/2018	GSW vs. SAS	W	16	15	5	7	71.4	0	0	-	5	6	83.3	2	2	4	0	1	2	0	4	16
Quinn Cook	GSW	04/14/2018	GSW vs. SAS	W	25	5	2	7	28.6	0	2	0.0	1	2	50.0	0	4	4	2	0	1	0	1	8
Darius Miller	NOP	04/14/2018	NOP @ POR	W	14	0	0	1	0.0	0	1	0.0	0	0	-	0	4	4	0	0	0	1	0	0
Andre Iguodala	GSW	04/14/2018	GSW vs. SAS	W	23	3	1	4	25.0	1	2	50.0	0	2	0.0	1	6	7	4	0	1	1	0	16
Nikola Mirotic	NOP	04/14/2018	NOP @ POR	W	40	16	6	15	40.0	4	10	40.0	0	0	-	1	10	11	3	2	4	1	1	13
Lucas Nogueira	TOR	04/14/2018	TOR vs. WAS	W	9	1	0	0	-	0	0	-	1	2	50.0	0	1	1	1	0	0	0	0	8
Luke Babbitt	MIA	04/14/2018	MIA @ PHI	L	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-5
Damian Jones	GSW	04/14/2018	GSW vs. SAS	W	4	0	0	0	-	0	0	-	0	0	-	1	1	2	0	0	0	2	1	-4
Solomon Hill	NOP	04/14/2018	NOP @ POR	W	6	3	1	2	50.0	1	2	50.0	0	0	-	0	0	0	0	0	0	1	2	-6
Pau Gasol	SAS	04/14/2018	SAS @ GSW	L	20	6	3	5	60.0	0	0	-	0	0	-	0	2	2	4	0	0	2	0	-6
Furkan Korkmaz	PHI	04/14/2018	PHI vs. MIA	W	2	3	1	1	100.0	1	1	100.0	0	0	-	0	0	0	0	0	0	0	1	3
E'Twaun Moore	NOP	04/14/2018	NOP @ POR	W	27	4	2	4	50.0	0	1	0.0	0	0	-	1	1	2	2	1	0	1	2	10
Davis Bertans	SAS	04/14/2018	SAS @ GSW	L	18	4	0	4	0.0	0	3	0.0	4	5	80.0	0	2	2	1	1	0	0	3	-4
Tyler Johnson	MIA	04/14/2018	MIA @ PHI	L	18	9	2	6	33.3	1	3	33.3	4	4	100.0	0	3	3	0	1	0	1	2	-15
Otto Porter Jr.	WAS	04/14/2018	WAS @ TOR	L	32	9	4	7	57.1	1	3	33.3	0	0	-	0	5	5	1	1	1	0	1	-3
DeMar DeRozan	TOR	04/14/2018	TOR vs. WAS	W	35	17	6	17	35.3	2	5	40.0	3	4	75.0	1	1	2	6	0	0	2	1	6
Richaun Holmes	PHI	04/14/2018	PHI vs. MIA	W	6	0	0	0	-	0	0	-	0	0	-	0	0	0	1	0	0	0	1	-2
Pat Connaughton	POR	04/14/2018	POR vs. NOP	L	18	7	3	7	42.9	1	4	25.0	0	0	-	1	1	2	1	1	0	0	1	7
Patty Mills	SAS	04/14/2018	SAS @ GSW	L	27	5	2	5	40.0	1	2	50.0	0	0	-	0	0	0	3	0	0	1	1	-15
Dejounte Murray	SAS	04/14/2018	SAS @ GSW	L	23	8	3	6	50.0	0	0	-	2	2	100.0	0	5	5	3	1	1	2	5	3
Kyle Anderson	SAS	04/14/2018	SAS @ GSW	L	11	0	0	2	0.0	0	0	-	0	0	-	0	3	3	1	0	0	0	2	-15
Shabazz Napier	POR	04/14/2018	POR vs. NOP	L	14	6	3	7	42.9	0	3	0.0	0	0	-	0	1	1	1	1	0	3	1	-1
Tim Frazier	WAS	04/14/2018	WAS @ TOR	L	4	0	0	1	0.0	0	0	-	0	0	-	0	0	0	1	1	0	0	1	-2
Jakob Poeltl	TOR	04/14/2018	TOR vs. WAS	W	15	2	1	1	100.0	0	0	-	0	0	-	0	1	1	1	0	2	3	2	-2
CJ Miles	TOR	04/14/2018	TOR vs. WAS	W	19	12	4	8	50.0	4	7	57.1	0	0	-	0	2	2	0	1	0	0	0	1
David West	GSW	04/14/2018	GSW vs. SAS	W	16	4	2	3	66.7	0	0	-	0	0	-	1	2	3	1	0	0	1	2	0
Ian Mahinmi	WAS	04/14/2018	WAS @ TOR	L	3	2	0	0	-	0	0	-	2	2	100.0	0	0	0	0	1	0	1	2	-4
